age,tenure_years,num_claims,policy_type,annual_premium,churn
38,5,1,Life,614.48,0
56,5,0,Health,658.0,0
75,5,3,Health,842.48,0
29,9,0,Motor,533.69,0
22,6,2,Health,558.19,0
54,10,3,Life,784.68,0
34,3,2,Life,627.24,1
34,1,1,Health,548.13,1
73,4,0,Life,658.08,1
35,5,1,Health,683.09,1
29,3,3,Life,710.32,0
76,13,2,Health,769.76,1
59,4,0,Life,676.71,0
62,11,0,Life,647.23,0
38,12,0,Health,460.37,0
75,14,2,Health,810.56,1
66,9,0,Motor,641.66,0
40,6,0,Health,527.52,1
20,14,1,Motor,590.96,0
29,9,0,Life,483.31,1
54,3,0,Health,638.94,1
50,7,4,Life,795.67,0
23,5,2,Health,615.24,1
53,11,0,Life,620.53,0
45,4,1,Life,554.7,1
36,10,1,Health,640.11,0
59,7,0,Health,661.75,0
44,3,0,Health,614.75,0
42,11,0,Health,639.76,0
28,6,1,Motor,547.81,0
74,10,2,Motor,812.87,0
36,3,0,Health,515.37,1
60,7,1,Health,743.67,0
18,4,2,Health,589.01,0
41,12,0,Health,525.38,1
34,1,1,Health,604.44,0
40,10,1,Life,622.57,1
58,4,0,Health,613.62,0
53,10,0,Health,619.64,0
53,12,0,Life,559.67,0
27,13,2,Health,483.16,1
51,5,1,Motor,626.09,0
38,7,3,Health,705.45,1
48,8,1,Life,590.87,0
39,6,0,Life,539.28,0
72,9,0,Motor,760.0,0
38,7,0,Motor,552.15,0
75,8,1,Life,763.7,0
24,11,0,Health,451.76,0
54,10,2,Motor,779.68,0
18,10,0,Motor,478.55,0
71,10,2,Health,757.59,0
55,6,0,Motor,571.86,0
62,12,0,Motor,688.19,0
43,14,0,Health,553.18,0
46,10,0,Health,500.75,0
60,3,4,Motor,834.17,0
37,4,1,Health,649.95,1
69,2,1,Health,711.2,0
61,1,0,Health,666.47,0
19,7,0,Motor,526.62,0
19,7,4,Life,707.35,0
70,10,0,Health,639.96,0
45,3,0,Health,619.8,0
59,10,3,Health,795.26,0
66,7,1,Motor,690.25,0
47,9,0,Motor,611.18,0
34,12,2,Motor,702.73,1
37,7,1,Motor,601.09,0
30,7,0,Health,514.55,1
79,4,0,Health,820.07,0
73,11,1,Health,669.49,0
53,11,1,Health,620.39,0
24,14,1,Motor,517.64,0
28,14,1,Life,542.49,0
71,5,2,Health,785.3,0
23,1,1,Motor,505.65,0
42,12,1,Health,630.63,0
70,14,1,Life,785.73,0
40,4,0,Life,608.24,1
73,6,0,Life,728.71,0
44,5,0,Health,594.7,0
25,3,2,Health,567.63,0
71,3,1,Health,710.48,0
19,8,1,Life,482.77,1
69,13,2,Life,767.08,1
57,3,0,Life,631.07,0
47,9,0,Life,577.82,0
40,9,2,Motor,607.73,0
49,14,1,Life,652.54,0
33,2,1,Health,543.67,0
21,13,1,Motor,611.99,0
66,11,1,Life,683.32,0
23,12,1,Health,525.3,0
69,5,0,Life,684.03,0
73,12,1,Health,759.0,0
33,7,2,Health,693.29,0
54,1,0,Motor,670.02,0
24,10,0,Motor,400.46,0
65,8,1,Health,713.79,0
75,6,1,Life,799.32,0
27,12,2,Life,599.19,1
77,6,0,Motor,718.96,0
59,3,1,Health,627.46,0
73,7,1,Health,779.11,1
31,4,0,Health,496.55,0
67,14,1,Life,732.77,0
42,3,1,Life,571.68,0
27,1,1,Motor,545.25,0
52,10,0,Life,640.13,0
60,4,1,Life,649.6,1
59,9,1,Health,715.46,0
76,12,0,Health,640.83,0
64,7,1,Life,682.16,0
66,11,1,Life,667.8,0
70,12,1,Motor,734.66,1
64,10,1,Health,708.09,0
27,8,3,Motor,715.45,0
18,8,0,Motor,450.54,1
34,6,1,Motor,602.54,1
66,8,0,Motor,654.19,1
28,13,2,Motor,579.82,0
32,11,1,Life,542.29,0
79,4,0,Health,667.06,0
48,10,1,Health,703.09,0
58,2,1,Health,765.17,0
37,2,0,Health,585.64,0
65,1,0,Life,591.66,0
43,5,0,Life,607.06,1
51,9,0,Health,579.52,0
71,14,0,Life,741.47,1
72,3,0,Life,706.22,0
50,12,1,Motor,612.58,1
69,9,0,Motor,702.7,1
60,4,0,Health,629.75,0
49,2,0,Motor,667.35,0
30,8,2,Motor,538.42,0
72,5,2,Health,784.19,0
37,2,0,Life,585.96,0
30,1,2,Life,656.23,0
35,6,1,Life,621.86,0
49,1,0,Motor,592.39,1
32,1,2,Life,667.38,1
60,1,0,Life,707.66,0
70,11,1,Motor,731.56,0
60,2,1,Health,686.51,0
35,10,1,Motor,553.89,0
79,3,0,Life,662.87,1
56,4,1,Motor,629.78,1
29,6,1,Health,550.93,1
26,14,2,Health,610.09,0
72,14,1,Motor,784.95,0
46,3,0,Motor,596.44,0
37,14,2,Life,567.22,0
48,5,0,Health,549.63,0
58,8,0,Life,639.49,0
26,6,1,Life,553.47,0
25,12,3,Motor,631.68,1
24,11,1,Health,569.9,0
52,9,1,Motor,632.93,0
35,13,5,Motor,868.51,1
45,8,0,Life,621.5,1
46,12,0,Motor,602.76,1
32,3,1,Life,575.78,0
32,8,0,Motor,498.69,1
40,9,0,Health,560.24,1
59,6,1,Life,724.48,0
57,13,0,Health,663.46,0
51,13,0,Life,564.64,0
21,2,2,Motor,592.19,1
33,3,1,Health,583.9,0
62,11,0,Motor,714.59,0
77,2,0,Life,694.49,1
59,6,1,Health,638.17,0
34,7,0,Health,608.68,0
19,1,3,Health,615.29,0
21,13,1,Life,458.98,0
58,6,2,Health,739.44,0
47,4,1,Motor,573.32,1
33,13,1,Health,577.67,1
21,3,0,Health,508.91,0
25,8,3,Motor,680.43,0
19,7,0,Motor,428.86,0
45,2,1,Motor,608.2,1
45,5,0,Life,604.18,0
47,4,0,Motor,664.95,0
72,11,2,Life,826.53,1
59,8,1,Health,683.49,0
58,3,1,Life,723.93,1
26,3,0,Health,577.03,0
33,1,0,Health,574.49,1
23,8,0,Motor,508.79,0
18,9,0,Motor,444.43,0
78,9,1,Motor,765.83,0
72,2,3,Health,727.98,0
51,7,0,Life,641.02,0
79,3,0,Health,661.61,0
31,12,1,Health,524.22,1
74,13,0,Health,675.6,1
62,1,0,Life,597.58,0
20,2,0,Life,498.83,0
37,7,1,Life,627.14,1
40,7,4,Life,756.21,0
67,6,1,Motor,691.19,1
71,1,2,Motor,726.79,0
42,3,0,Health,555.79,0
44,6,3,Health,762.14,0
67,2,3,Health,850.48,0
53,11,1,Motor,676.53,0
70,7,0,Motor,763.54,1
70,4,2,Health,752.95,1
42,3,0,Motor,572.84,0
64,9,0,Motor,679.11,0
64,14,2,Motor,697.04,0
56,5,2,Health,725.97,1
57,9,1,Health,650.9,0
41,11,1,Life,623.08,0
51,3,0,Life,655.51,0
25,11,0,Life,470.81,0
73,13,1,Health,786.92,0
32,1,0,Life,573.24,0
54,7,0,Health,574.63,0
35,10,1,Motor,571.86,1
44,1,1,Health,621.25,0
68,1,0,Health,712.14,0
76,4,1,Motor,715.15,0
52,4,0,Motor,600.14,0
78,12,1,Motor,769.37,0
76,8,1,Life,741.71,0
20,1,2,Life,652.89,0
67,1,2,Motor,693.47,0
26,8,1,Life,565.47,0
66,4,1,Life,703.96,0
33,14,0,Life,517.3,1
24,4,0,Motor,502.58,0
56,12,2,Health,683.01,0
28,11,0,Motor,537.12,0
40,13,0,Life,545.64,0
58,7,1,Life,658.93,1
33,6,1,Life,597.94,0
55,6,2,Life,741.83,1
28,12,1,Motor,516.1,1
57,13,2,Motor,726.44,0
50,10,2,Motor,623.43,0
35,6,1,Health,553.29,0
44,13,0,Motor,584.15,0
69,2,0,Life,712.88,0
43,7,1,Health,642.67,1
32,6,0,Health,461.2,0
78,12,0,Motor,802.12,0
24,7,0,Health,462.6,0
57,5,1,Motor,737.41,0
61,8,1,Health,607.84,0
66,12,2,Health,733.97,1
59,13,1,Health,660.82,0
62,5,1,Life,730.72,0
40,13,1,Life,574.97,0
53,10,0,Health,611.72,0
20,5,0,Health,494.97,0
69,1,0,Health,716.94,0
41,14,2,Motor,629.66,0
63,10,0,Life,647.13,0
66,8,4,Motor,887.38,0
54,3,1,Health,658.25,1
27,5,1,Motor,551.95,0
52,5,3,Motor,729.61,1
46,10,0,Motor,574.44,0
64,8,1,Motor,763.37,0
24,6,0,Life,474.58,0
27,11,0,Life,563.02,0
27,5,0,Health,540.73,0
23,12,2,Motor,567.91,0
34,4,0,Health,529.69,0
21,4,0,Life,433.16,0
27,11,2,Motor,645.7,0
78,11,1,Life,715.68,0
32,5,1,Health,502.71,0
32,5,0,Health,508.88,0
34,11,0,Life,493.7,0
76,11,1,Life,752.76,0
44,13,0,Life,575.74,0
52,7,0,Life,579.82,1
46,11,3,Health,735.35,0
35,10,0,Motor,498.92,0
41,7,0,Health,542.09,1
52,8,0,Health,669.54,0
57,4,1,Life,720.76,0
35,11,0,Health,498.07,0
19,11,0,Health,449.43,0
37,7,1,Health,570.99,0
36,4,0,Health,585.38,0
54,13,0,Life,665.92,0
48,8,1,Health,605.81,0
78,14,2,Health,753.42,0
66,5,1,Life,723.93,0
63,10,1,Health,682.82,0
52,9,0,Health,602.91,0
59,9,0,Motor,585.02,0
68,11,1,Health,729.61,0
73,12,0,Life,674.4,0
23,8,1,Motor,569.89,0
26,5,0,Health,518.01,0
56,9,1,Health,696.9,0
44,2,1,Motor,613.92,0
30,4,1,Life,575.03,1
44,13,0,Health,538.43,1
73,3,0,Motor,768.1,0
77,13,1,Health,706.87,0
79,1,2,Life,800.42,0
48,3,0,Health,642.03,0
41,9,2,Life,649.15,0
67,14,1,Health,719.09,0
27,8,1,Motor,556.39,1
47,9,1,Life,666.15,0
40,9,0,Health,620.07,1
65,2,2,Motor,777.85,1
50,11,1,Health,680.11,1
79,13,2,Life,832.26,0
52,5,1,Life,683.06,0
46,8,0,Health,543.33,0
25,11,0,Motor,488.78,0
29,1,0,Health,459.18,1
32,5,0,Motor,552.29,0
58,14,1,Motor,803.15,0
18,11,1,Health,550.77,1
56,8,1,Health,652.35,0
55,9,0,Motor,689.69,0
44,13,0,Motor,573.74,0
24,1,0,Life,418.73,1
67,10,0,Life,693.88,0
30,2,2,Health,646.97,0
53,5,0,Motor,595.79,1
62,14,0,Life,605.54,0
43,6,1,Health,645.73,0
50,11,0,Health,530.52,0
28,10,1,Health,547.43,0
21,10,1,Health,600.11,0
37,10,2,Life,732.39,0
62,1,1,Motor,721.17,0
53,12,0,Motor,587.28,1
62,4,0,Life,631.4,0
20,8,0,Health,490.65,0
58,9,0,Motor,675.89,0
57,13,0,Motor,652.47,1
62,13,1,Life,594.7,1
69,7,4,Health,835.86,0
62,5,1,Motor,652.99,0
56,14,1,Health,678.9,1
63,3,2,Life,695.37,0
54,7,2,Health,712.22,0
55,14,1,Life,596.36,0
30,8,0,Health,490.07,0
62,6,1,Health,748.83,1
56,6,1,Health,659.68,0
41,10,1,Health,643.34,0
43,6,2,Motor,698.19,1
39,9,1,Life,634.9,0
48,2,2,Life,653.11,0
34,7,0,Life,505.1,0
79,4,0,Life,626.88,1
58,7,0,Life,599.23,0
55,13,0,Motor,605.07,0
53,11,1,Health,697.64,1
71,8,0,Life,743.54,0
76,13,0,Life,694.95,1
21,2,1,Life,536.31,1
72,10,0,Health,671.07,0
64,7,1,Health,663.5,0
78,1,0,Health,733.1,1
50,10,4,Health,771.93,1
25,11,1,Health,537.1,0
77,4,0,Life,774.73,1
66,7,0,Health,741.81,0
40,12,0,Motor,625.95,0
19,9,2,Life,672.18,0
52,12,0,Life,642.59,0
35,4,0,Motor,552.53,0
35,14,0,Health,527.85,0
39,11,0,Health,610.84,0
23,6,0,Motor,496.23,1
63,10,0,Life,643.25,0
38,14,1,Life,592.71,1
26,14,1,Motor,539.72,1
38,11,0,Health,495.53,0
57,2,2,Health,773.54,0
42,7,0,Motor,542.5,0
66,8,0,Motor,725.5,1
21,9,0,Health,458.61,0
34,10,0,Health,588.04,0
63,5,1,Motor,699.72,1
55,11,1,Health,732.67,0
34,9,2,Health,646.38,1
48,8,1,Health,680.54,1
76,8,1,Life,769.02,0
28,1,1,Life,581.53,0
76,9,0,Life,643.76,1
72,12,1,Health,688.74,0
57,8,1,Health,749.82,0
24,13,0,Motor,470.37,0
71,7,1,Life,738.38,0
39,1,0,Motor,641.14,0
60,9,0,Health,702.8,0
34,13,1,Life,570.06,1
53,10,2,Motor,709.5,1
51,5,0,Life,652.1,1
77,12,1,Life,687.06,1
39,7,2,Health,634.53,0
31,13,0,Health,493.34,0
78,10,0,Life,793.49,0
22,3,1,Health,564.13,0
43,4,0,Health,605.71,0
34,8,1,Life,572.24,0
74,12,0,Motor,646.29,0
25,9,0,Life,549.01,0
59,1,1,Health,666.85,1
68,7,1,Life,775.19,0
66,4,0,Life,594.63,0
25,6,0,Health,463.81,1
35,2,1,Health,509.73,0
38,2,0,Life,531.22,1
71,7,1,Life,752.55,0
47,9,0,Health,568.33,0
27,4,2,Motor,569.06,0
44,7,0,Motor,549.37,0
28,6,0,Health,568.43,0
63,4,0,Life,686.05,0
79,13,1,Motor,801.34,0
67,10,0,Health,706.92,0
67,12,0,Health,643.4,1
66,12,1,Health,740.44,0
79,7,0,Motor,733.38,1
33,7,0,Life,505.01,0
74,1,0,Health,692.44,0
75,8,0,Life,738.55,1
37,6,0,Motor,525.8,0
27,10,1,Motor,474.11,0
77,7,0,Health,738.49,0
52,10,1,Motor,643.2,0
52,8,1,Health,604.73,1
65,11,0,Life,672.61,0
62,5,4,Health,799.18,0
75,14,0,Life,643.73,0
75,1,0,Life,637.97,0
57,14,1,Life,679.63,0
29,9,1,Health,562.6,1
26,9,2,Health,624.43,1
51,6,0,Health,566.8,0
28,14,0,Life,548.62,1
40,3,0,Motor,573.92,0
38,13,0,Health,541.31,0
36,8,0,Motor,574.96,1
53,11,0,Health,584.2,0
64,14,2,Health,630.62,0
49,14,0,Health,612.98,0
46,9,0,Health,620.22,0
44,11,2,Health,674.86,0
66,5,1,Health,691.28,0
36,2,1,Health,622.26,0
68,9,2,Motor,799.94,0
64,11,4,Life,885.2,1
62,11,0,Life,623.97,0
35,8,2,Motor,665.76,0
43,7,0,Motor,590.72,0
22,13,1,Motor,540.5,0
69,5,0,Motor,618.32,0
32,5,1,Life,570.19,0
33,13,2,Health,693.69,0
43,9,1,Health,726.75,0
25,9,1,Life,546.05,0
47,9,1,Motor,676.13,0
60,7,2,Motor,633.92,0
59,3,1,Life,692.56,0
77,4,2,Health,888.91,0
34,5,1,Motor,563.41,0
61,9,1,Motor,660.12,0
24,14,5,Motor,742.33,0
18,5,0,Health,427.02,0
24,1,0,Motor,493.02,0
61,6,1,Health,662.28,0
47,12,0,Health,607.85,1
33,13,0,Motor,519.35,1
52,4,0,Health,602.39,0
31,1,1,Life,647.22,0
49,4,1,Health,621.53,0
52,13,1,Health,648.6,0
40,13,1,Motor,649.28,1
26,13,0,Health,498.44,0
65,1,2,Health,729.83,0
60,5,1,Health,658.11,0
69,14,2,Health,745.15,0
29,2,0,Motor,505.91,0
62,3,1,Motor,727.15,1
54,11,0,Life,660.74,1
78,1,0,Life,704.99,0
63,9,2,Health,819.36,0
28,14,1,Life,579.79,0
54,12,2,Health,746.04,0
71,12,0,Health,742.93,1
72,9,0,Life,662.56,1
20,14,0,Life,492.13,0
40,4,0,Life,579.47,0
26,9,2,Life,654.55,0
34,14,1,Health,651.63,0
46,5,1,Health,633.55,0
48,12,0,Motor,640.5,0
65,6,0,Motor,641.89,0
67,3,2,Motor,731.14,0
76,13,1,Health,795.6,0
68,13,3,Health,756.64,1
26,2,2,Life,676.86,1
35,7,2,Life,674.0,1
47,3,0,Motor,565.15,0
34,9,0,Life,523.16,1
77,13,0,Health,701.05,0
59,11,0,Motor,569.9,0
55,8,2,Life,655.76,1
20,14,0,Motor,487.28,1
71,10,2,Motor,789.59,0
67,13,1,Life,742.52,0
22,4,1,Health,624.8,0
48,11,0,Health,547.51,0
50,7,0,Health,554.71,0
35,8,1,Motor,630.28,0
55,1,0,Life,569.97,0
66,1,1,Motor,766.63,0
58,10,1,Life,673.53,0
75,12,1,Health,735.13,0
23,10,0,Motor,411.38,0
39,8,0,Health,550.49,0
33,5,1,Motor,605.5,0
21,12,0,Life,500.84,0
33,12,0,Health,499.13,0
24,10,0,Motor,526.56,0
41,10,1,Health,580.85,0
43,6,2,Health,641.08,0
69,4,1,Motor,731.35,0
37,2,1,Motor,551.07,0
34,4,2,Motor,612.51,1
29,7,0,Health,514.05,0
71,10,0,Health,785.63,0
76,9,2,Life,786.67,0
19,6,0,Life,452.8,0
61,5,0,Life,571.54,0
23,12,1,Health,606.19,0
24,10,1,Motor,561.69,0
31,2,0,Life,443.24,0
55,5,0,Motor,639.79,0
79,13,0,Health,716.02,0
27,13,0,Health,460.83,1
37,6,2,Life,691.2,0
65,6,2,Health,784.38,0
35,12,1,Motor,635.75,0
51,1,0,Motor,613.4,0
18,9,0,Motor,479.4,0
52,13,1,Health,675.86,0
77,12,1,Health,720.11,0
67,8,2,Life,823.38,0
37,8,2,Health,675.36,0
40,6,1,Motor,604.38,0
37,13,0,Health,538.9,0
53,6,0,Life,598.79,0
35,12,1,Health,603.14,0
36,9,1,Motor,609.38,1
55,4,2,Motor,725.93,0
76,8,1,Life,786.04,0
64,7,1,Life,740.5,0
76,1,2,Health,848.97,0
27,2,1,Motor,431.06,0
44,11,0,Health,607.1,0
43,3,1,Health,605.01,0
73,13,0,Health,662.38,0
52,6,2,Health,697.93,0
45,4,1,Life,561.12,0
28,10,0,Motor,520.12,0
78,2,0,Life,702.9,0
48,1,0,Motor,614.34,0
68,3,0,Health,674.47,0
22,8,2,Motor,619.6,0
23,10,0,Life,450.02,1
43,13,0,Health,551.06,0
79,8,0,Life,736.88,0
63,4,1,Life,763.12,0
76,10,0,Health,684.17,0
39,8,0,Life,506.21,0
71,2,0,Health,690.11,0
49,4,0,Health,564.56,0
68,2,0,Health,650.19,0
28,7,4,Life,717.36,0
65,5,2,Motor,771.74,0
28,8,0,Motor,478.86,0
24,11,1,Health,527.29,0
27,1,0,Life,480.2,0
47,6,0,Motor,567.88,0
28,1,0,Health,485.93,0
21,4,2,Motor,599.18,0
60,8,1,Motor,705.35,0
48,12,1,Health,646.26,1
20,7,2,Motor,547.5,0
62,5,0,Motor,686.83,0
67,7,0,Life,695.03,0
34,12,0,Life,499.66,0
57,11,3,Life,771.61,0
39,4,0,Motor,549.5,0
33,7,1,Life,564.68,0
76,9,1,Motor,800.29,0
75,14,0,Health,688.24,0
28,12,0,Health,541.17,0
52,8,1,Life,633.09,0
27,4,0,Motor,487.66,0
46,4,0,Motor,529.13,0
22,10,1,Life,486.75,0
70,6,1,Motor,765.76,0
52,11,1,Life,691.24,1
48,12,0,Motor,673.57,0
47,5,1,Motor,651.9,1
53,3,0,Motor,640.8,0
53,3,1,Motor,629.79,0
32,4,1,Life,581.33,0
35,4,0,Motor,593.93,0
42,5,0,Motor,679.3,0
22,11,1,Health,470.61,1
19,6,0,Motor,507.53,0
19,4,1,Motor,502.25,0
76,1,2,Life,878.39,1
51,14,0,Motor,642.17,0
26,9,0,Motor,501.13,0
70,10,0,Motor,632.19,1
20,5,0,Motor,494.63,1
19,2,1,Life,532.43,0
64,14,0,Life,636.11,0
67,7,1,Motor,692.67,0
67,9,1,Motor,750.42,0
56,10,0,Motor,631.76,1
56,10,2,Motor,763.01,0
18,8,0,Motor,478.2,0
29,5,1,Life,593.94,0
40,8,1,Life,553.65,0
41,11,2,Motor,649.82,0
64,5,1,Health,726.95,0
60,12,1,Motor,732.37,0
72,6,1,Motor,699.92,0
39,9,1,Health,577.96,0
44,1,2,Health,691.27,0
72,1,2,Motor,819.71,0
65,12,2,Life,747.89,1
32,8,1,Life,551.79,0
73,12,1,Life,773.47,0
32,11,1,Life,521.3,1
75,4,1,Motor,814.17,1
58,10,1,Motor,679.28,0
51,3,1,Life,660.57,0
58,7,0,Health,691.25,0
39,1,0,Health,566.44,1
60,2,0,Life,680.69,0
37,7,1,Life,575.33,0
40,14,0,Health,563.17,0
75,9,0,Life,631.65,0
52,9,1,Life,640.09,0
26,1,1,Life,517.46,1
76,4,1,Motor,700.3,0
54,6,0,Motor,651.09,0
41,13,1,Motor,639.06,0
26,7,0,Health,480.0,1
55,11,2,Health,776.9,0
44,4,0,Health,580.93,0
58,5,1,Health,697.42,0
64,3,0,Health,696.83,0
59,8,0,Health,643.79,1
63,4,0,Health,714.63,1
47,6,1,Health,661.47,0
79,4,2,Life,796.49,0
38,12,0,Life,529.93,0
52,11,0,Health,644.52,0
23,2,1,Motor,539.0,0
55,13,0,Motor,568.49,0
24,7,2,Motor,576.98,1
55,8,3,Motor,777.16,0
34,12,0,Health,509.97,1
50,13,0,Life,581.5,0
66,5,1,Motor,807.87,0
43,1,1,Health,667.83,1
63,14,1,Motor,742.44,1
40,7,1,Health,558.94,1
35,13,2,Life,614.08,1
45,7,1,Health,646.46,0
20,9,1,Health,475.96,1
47,4,0,Health,562.72,0
69,4,2,Health,775.81,0
48,11,1,Motor,653.09,0
52,13,0,Health,655.38,1
65,7,0,Health,679.61,0
76,13,0,Health,769.47,1
48,13,0,Motor,614.9,0
79,10,0,Health,726.57,1
70,13,0,Motor,691.19,0
67,12,1,Life,693.44,0
50,14,1,Health,641.77,0
61,2,1,Health,598.51,1
50,7,1,Health,668.86,1
55,2,1,Life,618.29,1
66,8,1,Motor,697.74,0
21,12,2,Health,564.65,0
26,8,0,Motor,495.9,0
26,3,2,Health,626.04,0
44,12,0,Health,568.67,0
41,14,1,Health,590.51,0
31,14,2,Health,640.65,0
34,2,2,Health,624.58,1
73,14,1,Life,728.28,0
77,14,2,Motor,823.16,0
31,8,0,Health,368.11,0
52,9,1,Health,687.09,0
68,5,0,Motor,764.79,1
20,4,1,Motor,552.54,0
71,6,2,Health,853.5,0
21,12,0,Life,506.38,0
72,1,0,Life,644.44,0
46,12,0,Health,504.54,0
65,4,1,Motor,748.26,0
64,10,1,Life,743.89,0
54,6,3,Health,773.42,0
56,13,0,Health,624.25,0
75,3,0,Life,723.48,0
73,10,1,Life,726.03,0
54,8,1,Motor,608.55,0
64,3,1,Health,755.63,0
37,9,0,Life,596.52,0
63,6,2,Life,747.59,0
44,6,2,Health,657.72,0
40,5,0,Motor,577.93,0
56,12,1,Life,631.99,0
61,4,0,Life,645.92,1
71,3,0,Motor,703.39,0
78,9,0,Health,635.0,0
44,1,0,Life,539.6,0
76,2,0,Life,668.29,0
50,12,0,Health,597.26,0
25,8,0,Life,522.21,0
68,7,1,Health,753.74,0
33,3,1,Health,525.65,1
67,7,2,Health,803.59,0
54,13,1,Motor,600.75,0
36,10,0,Health,525.94,0
74,5,0,Health,743.72,0
58,13,0,Health,613.82,0
67,9,1,Life,702.89,0
38,13,1,Motor,602.06,1
60,2,1,Health,712.11,0
26,12,0,Life,456.28,0
21,10,0,Health,468.99,0
71,1,0,Health,686.75,0
51,8,1,Motor,650.52,0
40,1,1,Motor,653.71,0
48,9,0,Life,598.22,0
62,8,0,Health,663.06,0
43,11,1,Life,598.91,0
52,12,0,Motor,618.08,0
70,3,0,Health,669.4,0
39,4,0,Health,492.89,1
63,7,0,Life,671.24,0
64,9,0,Health,694.06,1
37,7,1,Motor,575.05,0
36,8,1,Health,543.89,0
56,4,0,Health,619.35,1
42,7,1,Health,594.21,0
29,3,2,Health,570.03,0
66,11,0,Life,686.48,1
50,2,0,Life,644.34,0
53,8,0,Health,671.56,1
38,5,3,Motor,659.78,0
61,12,0,Health,668.2,0
70,11,0,Health,620.67,0
60,7,0,Motor,621.66,0
27,13,1,Health,553.65,0
37,8,1,Health,594.88,0
58,10,1,Health,722.11,0
76,3,0,Health,658.46,1
44,4,2,Motor,657.91,0
33,7,0,Life,523.81,0
71,14,1,Health,719.22,0
40,13,1,Life,658.72,0
32,4,2,Motor,586.86,0
48,8,1,Motor,696.72,0
67,7,1,Health,668.86,0
38,8,0,Motor,653.96,0
62,5,0,Motor,676.79,0
76,11,0,Motor,743.66,0
67,6,0,Motor,625.43,0
57,3,0,Life,639.67,1
71,8,1,Motor,718.99,0
75,7,1,Motor,748.24,0
79,10,1,Life,737.35,1
56,3,1,Health,652.29,1
51,14,1,Motor,608.48,0
43,11,1,Motor,530.61,0
25,8,0,Motor,455.49,0
32,14,3,Life,662.7,0
64,3,1,Motor,630.34,1
69,12,1,Life,715.54,1
30,4,2,Motor,660.05,0
54,5,2,Life,671.86,1
25,7,2,Health,576.78,0
64,5,2,Health,782.02,0
46,3,1,Health,658.13,0
42,13,1,Health,618.73,1
58,12,1,Motor,684.77,0
45,2,0,Health,588.99,1
70,11,0,Life,707.6,0
43,11,1,Health,666.72,0
33,9,0,Life,570.35,0
34,4,1,Life,545.33,0
66,7,1,Health,676.97,0
76,9,1,Health,765.98,0
24,13,1,Health,552.79,0
38,3,0,Health,515.51,0
55,1,3,Health,755.87,0
19,7,0,Motor,438.64,0
68,7,1,Health,723.94,1
59,7,3,Motor,863.45,0
32,9,1,Health,568.14,0
21,5,1,Life,485.8,0
72,6,1,Life,738.78,0
59,8,3,Health,908.47,0
28,5,4,Life,708.93,1
28,1,1,Life,573.69,0
21,2,1,Life,531.91,1
64,12,0,Health,592.75,0
63,9,3,Motor,812.71,1
50,8,2,Motor,702.69,1
42,11,0,Motor,550.52,0
45,8,0,Life,599.59,0
79,6,0,Health,699.08,0
22,1,0,Life,613.04,1
19,10,2,Health,586.72,0
62,10,0,Health,664.04,1
76,9,2,Motor,821.64,0
18,11,1,Life,503.41,0
71,8,0,Motor,690.38,0
64,5,0,Motor,651.97,0
63,5,0,Health,590.69,0
65,2,3,Health,852.92,0
70,3,1,Life,691.27,0
39,13,0,Life,523.42,1
40,7,0,Health,517.56,0
58,13,1,Motor,673.48,0
32,3,3,Health,730.78,1
53,2,1,Life,622.43,0
31,10,1,Life,603.79,0
43,6,1,Health,616.53,0
53,8,1,Life,696.33,0
62,7,2,Motor,743.46,0
42,12,2,Life,681.14,0
20,13,0,Health,479.53,0
38,9,2,Life,624.85,1
56,14,0,Life,645.92,0
75,14,2,Life,784.11,1
41,4,0,Health,590.84,1
38,11,1,Life,698.09,0
38,3,1,Motor,535.55,0
46,3,0,Motor,637.85,1
46,8,0,Health,616.36,0
35,1,0,Motor,562.39,0
25,11,1,Life,481.95,0
19,2,1,Health,453.94,1
46,13,1,Health,653.85,0
41,7,0,Life,563.3,0
69,7,0,Life,632.2,0
62,10,1,Health,735.05,1
69,10,0,Health,637.6,1
39,4,0,Motor,494.55,0
20,3,0,Health,408.07,0
53,12,0,Motor,690.35,1
49,11,7,Motor,916.78,0
34,10,1,Motor,540.08,0
22,3,0,Life,450.04,0
71,7,1,Motor,692.57,0
39,4,0,Life,517.64,0
27,3,1,Health,514.34,0
71,3,0,Life,694.6,0
18,12,2,Life,588.62,0
36,12,2,Health,603.58,0
79,10,0,Health,754.55,1
51,10,1,Life,665.63,0
49,8,1,Health,570.93,0
77,6,1,Life,792.87,1
32,8,1,Motor,540.98,0
49,4,0,Motor,550.6,0
52,7,0,Life,601.81,0
53,9,0,Health,569.75,0
76,4,0,Health,720.42,0
60,4,1,Health,784.73,0
29,6,1,Motor,557.59,0
38,8,0,Motor,516.06,0
70,11,2,Life,784.84,0
59,10,0,Health,668.3,0
30,5,1,Life,559.56,0
54,4,0,Motor,600.58,1
64,2,0,Health,680.92,0
49,9,1,Health,640.94,0
63,1,1,Life,708.81,0
53,4,1,Health,660.44,0
58,8,0,Motor,664.47,0
59,2,1,Health,641.87,0
73,6,1,Life,762.08,0
47,12,0,Health,655.5,0
34,2,1,Life,611.88,0
75,12,0,Health,709.25,0
47,5,3,Motor,685.2,1
79,13,0,Life,716.81,1
38,14,0,Motor,538.74,0
19,6,0,Motor,466.0,0
71,5,0,Life,624.42,0
33,13,0,Life,587.33,0
